,user_id,join_date,last_payment_date,country,age,gender,device,subscription_type,subscription_price,PPP,relative_PPP_price,population
488,489,2022-10-26,2023-06-28,Spain,49,Male,Tablet,Premium,"19,77","0,62","12,26",47519628
489,490,2022-10-18,2023-06-29,Italy,36,Female,Smart TV,Basic,"8,78","0,65","5,71",58870762
490,491,2022-07-10,2023-06-28,United States,28,Female,Smartphone,Premium,"19,99","1,0","19,99",339996563
491,492,2022-09-17,2023-06-30,Canada,51,Male,Tablet,Basic,"7,85","1,25","9,81",38781291
492,493,2022-09-18,2023-06-27,United Kingdom,35,Female,Smartphone,Standard,"15,08","0,69","10,41",67736802
493,494,2022-09-27,2023-06-29,Australia,31,Male,Smart TV,Standard,"12,42","1,44","17,88",26439111
494,495,2022-09-30,2023-06-27,Germany,39,Male,Smartphone,Basic,"8,78","0,74","6,5",83294633
495,496,2022-10-30,2023-06-30,France,51,Female,Laptop,Premium,"19,77","0,73","14,43",64756584
496,497,2022-09-11,2023-06-29,Brazil,44,Male,Smartphone,Basic,"4,9","2,53","12,4",216422446
497,498,2022-11-17,2023-06-28,Mexico,41,Female,Smartphone,Standard,"10,86","10,04","109,03",128455567
498,499,2022-11-18,2023-06-26,Spain,28,Female,Laptop,Premium,"19,77","0,62","12,26",47519628
499,500,2022-11-22,2023-06-30,Italy,38,Male,Laptop,Basic,"8,78","0,65","5,71",58870762
500,501,2022-11-22,2023-06-28,Spain,43,Male,Smartphone,Premium,"19,77","0,62","12,26",47519628
501,502,2022-11-21,2023-06-30,Spain,38,Male,Smartphone,Basic,"8,78","0,62","5,44",47519628
502,503,2022-10-11,2023-06-26,United States,30,Male,Tablet,Standard,"15,49","1,0","15,49",339996563
503,504,2022-10-21,2023-06-29,Canada,32,Female,Laptop,Standard,"12,96","1,25","16,2",38781291
504,505,2022-10-21,2023-06-28,United States,35,Male,Smartphone,Basic,"9,99","1,0","9,99",339996563
505,506,2022-10-23,2023-06-29,United States,27,Male,Smart TV,Premium,"19,99","1,0","19,99",339996563
506,507,2022-10-24,2023-06-26,Canada,49,Female,Tablet,Basic,"7,85","1,25","9,81",38781291
507,508,2022-10-23,2023-06-28,United Kingdom,42,Female,Tablet,Standard,"15,08","0,69","10,41",67736802
508,509,2022-10-21,2023-06-28,Australia,40,Male,Smartphone,Premium,"16,81","1,44","24,21",26439111
509,510,2022-06-10,2023-06-29,Germany,43,Female,Tablet,Basic,"8,78","0,74","6,5",83294633
510,511,2022-07-26,2023-06-28,France,44,Female,Smart TV,Premium,"19,77","0,73","14,43",64756584
511,512,2022-07-13,2023-06-28,Brazil,32,Male,Tablet,Basic,"4,9","2,53","12,4",216422446
512,513,2022-06-07,2023-06-28,Mexico,50,Male,Tablet,Standard,"10,86","10,04","109,03",128455567
513,514,2022-07-07,2023-06-28,Spain,35,Male,Tablet,Standard,"14,28","0,62","8,85",47519628
514,515,2022-01-07,2023-06-29,Italy,44,Female,Laptop,Basic,"8,78","0,65","5,71",58870762
515,516,2022-07-31,2023-06-28,Spain,42,Female,Smart TV,Premium,"19,77","0,62","12,26",47519628
516,517,2022-06-08,2023-06-28,Spain,34,Female,Smart TV,Basic,"8,78","0,62","5,44",47519628
517,518,2022-07-08,2023-06-27,United States,37,Female,Tablet,Standard,"15,49","1,0","15,49",339996563
518,519,2022-06-08,2023-06-28,Canada,43,Male,Smartphone,Premium,"16,5","1,25","20,62",38781291
519,520,2022-03-08,2023-06-28,United States,32,Male,Smart TV,Basic,"9,99","1,0","9,99",339996563
520,521,2022-06-18,2023-06-28,United States,33,Female,Smart TV,Basic,"9,99","1,0","9,99",339996563
521,522,2022-06-17,2023-06-27,Canada,32,Female,Tablet,Basic,"7,85","1,25","9,81",38781291
522,523,2022-07-06,2023-06-29,United Kingdom,41,Male,Smartphone,Standard,"15,08","0,69","10,41",67736802
523,524,2022-06-06,2023-06-28,Australia,31,Male,Tablet,Premium,"16,81","1,44","24,21",26439111
524,525,2022-04-06,2023-06-27,Germany,44,Male,Tablet,Basic,"8,78","0,74","6,5",83294633
525,526,2022-06-20,2023-06-28,France,49,Male,Laptop,Basic,"9,88","0,73","7,21",64756584
526,527,2022-10-07,2023-06-28,Brazil,48,Female,Tablet,Premium,"10,57","2,53","26,74",216422446
527,528,2022-07-13,2023-06-29,Mexico,42,Female,Smartphone,Standard,"10,86","10,04","109,03",128455567
528,529,2022-07-07,2023-06-27,Spain,50,Female,Laptop,Standard,"14,28","0,62","8,85",47519628
529,530,2022-06-22,2023-06-28,Italy,49,Female,Smart TV,Basic,"8,78","0,65","5,71",58870762
530,531,2022-06-15,2023-06-27,Spain,30,Female,Laptop,Premium,"19,77","0,62","12,26",47519628
531,532,2022-03-06,2023-06-28,Spain,38,Male,Laptop,Standard,"14,28","0,62","8,85",47519628
532,533,2022-04-06,2023-06-27,United States,38,Male,Smartphone,Basic,"9,99","1,0","9,99",339996563
533,534,2022-05-06,2023-06-28,Canada,39,Female,Smart TV,Standard,"12,96","1,25","16,2",38781291
534,535,2022-07-06,2023-06-29,United States,42,Female,Laptop,Premium,"19,99","1,0","19,99",339996563
535,536,2022-06-14,2023-06-29,United States,28,Male,Smart TV,Basic,"9,99","1,0","9,99",339996563
536,537,2022-06-17,2023-06-27,Canada,38,Male,Smartphone,Premium,"16,5","1,25","20,62",38781291
537,538,2022-06-19,2023-06-28,United Kingdom,40,Female,Tablet,Standard,"15,08","0,69","10,41",67736802
538,539,2022-02-07,2023-06-29,Australia,30,Female,Tablet,Basic,"8,03","1,44","11,56",26439111
539,540,2022-03-07,2023-06-29,Germany,40,Male,Smartphone,Standard,"14,28","0,74","10,57",83294633
540,541,2022-07-13,2023-06-27,France,31,Male,Smart TV,Premium,"19,77","0,73","14,43",64756584
541,542,2022-07-26,2023-06-27,Brazil,41,Male,Smartphone,Basic,"4,9","2,53","12,4",216422446
542,543,2022-07-27,2023-06-28,Mexico,37,Male,Smartphone,Standard,"10,86","10,04","109,03",128455567
543,544,2022-08-08,2023-06-28,Spain,49,Male,Tablet,Premium,"19,77","0,62","12,26",47519628
544,545,2022-08-17,2023-06-27,Italy,29,Male,Smart TV,Basic,"8,78","0,65","5,71",58870762
545,546,2022-08-20,2023-06-26,Spain,31,Male,Smart TV,Premium,"19,77","0,62","12,26",47519628
546,547,2022-05-09,2023-06-27,Spain,39,Male,Tablet,Basic,"8,78","0,62","5,44",47519628
547,548,2022-05-09,2023-06-27,United States,51,Female,Smartphone,Standard,"15,49","1,0","15,49",339996563
548,549,2022-05-09,2023-06-27,Canada,38,Female,Smartphone,Standard,"12,96","1,25","16,2",38781291
549,550,2022-06-09,2023-06-27,United States,29,Female,Tablet,Basic,"9,99","1,0","9,99",339996563
550,551,2022-03-09,2023-06-28,United States,41,Female,Laptop,Premium,"19,99","1,0","19,99",339996563
551,552,2022-08-29,2023-06-27,Canada,48,Female,Tablet,Basic,"7,85","1,25","9,81",38781291
552,553,2022-08-27,2023-06-28,United Kingdom,39,Male,Smart TV,Standard,"15,08","0,69","10,41",67736802
553,554,2022-08-29,2023-06-29,Australia,37,Male,Smartphone,Premium,"16,81","1,44","24,21",26439111
554,555,2022-09-13,2023-06-28,Germany,37,Female,Smartphone,Basic,"8,78","0,74","6,5",83294633
555,556,2022-09-24,2023-06-27,France,34,Male,Smartphone,Premium,"19,77","0,73","14,43",64756584
556,557,2022-05-10,2023-06-29,Brazil,37,Male,Smartphone,Basic,"4,9","2,53","12,4",216422446
557,558,2022-10-18,2023-06-30,Mexico,37,Female,Smart TV,Standard,"10,86","10,04","109,03",128455567
558,559,2022-10-19,2023-06-28,Spain,51,Female,Tablet,Standard,"14,28","0,62","8,85",47519628
559,560,2022-10-14,2023-06-29,Italy,45,Male,Laptop,Basic,"8,78","0,65","5,71",58870762
560,561,2022-09-30,2023-06-28,Spain,29,Female,Laptop,Premium,"19,77","0,62","12,26",47519628
561,562,2022-09-19,2023-06-30,Spain,37,Male,Laptop,Basic,"8,78","0,62","5,44",47519628
562,563,2022-09-24,2023-06-29,United States,34,Male,Tablet,Standard,"15,49","1,0","15,49",339996563
563,564,2022-09-28,2023-06-29,Canada,35,Male,Smartphone,Premium,"16,5","1,25","20,62",38781291
564,565,2022-09-29,2023-06-27,United States,29,Male,Laptop,Basic,"9,99","1,0","9,99",339996563
565,566,2022-11-10,2023-01-07,United States,45,Male,Tablet,Premium,"19,99","1,0","19,99",339996563
566,567,2022-08-11,2023-06-29,Canada,36,Male,Smart TV,Basic,"7,85","1,25","9,81",38781291
567,568,2022-11-16,2023-06-28,United Kingdom,27,Female,Laptop,Standard,"15,08","0,69","10,41",67736802
568,569,2022-11-17,2023-06-26,Australia,31,Female,Laptop,Standard,"12,42","1,44","17,88",26439111
569,570,2022-11-20,2023-06-30,Germany,41,Female,Laptop,Basic,"8,78","0,74","6,5",83294633
570,571,2022-11-21,2023-06-29,France,37,Male,Smart TV,Premium,"19,77","0,73","14,43",64756584
571,572,2022-11-21,2023-06-30,Brazil,49,Female,Tablet,Basic,"4,9","2,53","12,4",216422446
572,573,2022-11-18,2023-06-27,Mexico,37,Female,Smart TV,Standard,"10,86","10,04","109,03",128455567
573,574,2022-10-26,2023-06-29,Spain,36,Female,Smartphone,Premium,"19,77","0,62","12,26",47519628
574,575,2022-10-25,2023-06-28,Italy,38,Female,Smart TV,Basic,"8,78","0,65","5,71",58870762
575,576,2022-10-26,2023-06-30,Spain,49,Female,Tablet,Premium,"19,77","0,62","12,26",47519628
576,577,2022-10-23,2023-06-26,Spain,31,Male,Laptop,Basic,"8,78","0,62","5,44",47519628
577,578,2022-10-23,2023-06-28,United States,29,Female,Laptop,Standard,"15,49","1,0","15,49",339996563
578,579,2022-10-16,2023-06-28,Canada,35,Female,Tablet,Standard,"12,96","1,25","16,2",38781291
579,580,2022-09-08,2023-06-29,United States,46,Female,Tablet,Basic,"9,99","1,0","9,99",339996563
580,581,2022-02-08,2023-06-29,United States,29,Female,Laptop,Premium,"19,99","1,0","19,99",339996563
581,582,2022-07-16,2023-06-28,Canada,43,Female,Laptop,Basic,"7,85","1,25","9,81",38781291
582,583,2022-07-17,2023-06-28,United Kingdom,38,Female,Tablet,Standard,"15,08","0,69","10,41",67736802
583,584,2022-07-14,2023-06-28,Australia,48,Female,Smart TV,Premium,"16,81","1,44","24,21",26439111
584,585,2022-07-16,2023-06-29,Germany,41,Male,Laptop,Basic,"8,78","0,74","6,5",83294633
585,586,2022-06-08,2023-06-29,France,51,Female,Laptop,Premium,"19,77","0,73","14,43",64756584
586,587,2022-07-08,2023-06-28,Brazil,39,Male,Smart TV,Basic,"4,9","2,53","12,4",216422446
587,588,2022-07-08,2023-06-27,Mexico,31,Male,Smartphone,Standard,"10,86","10,04","109,03",128455567
588,589,2022-04-08,2023-06-29,Spain,28,Male,Laptop,Standard,"14,28","0,62","8,85",47519628
589,590,2022-07-29,2023-06-29,Italy,47,Male,Laptop,Basic,"8,78","0,65","5,71",58870762
590,591,2022-06-19,2023-06-28,Spain,35,Female,Smart TV,Premium,"19,77","0,62","12,26",47519628
591,592,2022-09-06,2023-06-29,Spain,33,Male,Smartphone,Basic,"8,78","0,62","5,44",47519628
592,593,2022-06-06,2023-06-29,United States,41,Male,Smartphone,Standard,"15,49","1,0","15,49",339996563
593,594,2022-06-06,2023-06-30,Canada,38,Female,Smart TV,Premium,"16,5","1,25","20,62",38781291
594,595,2022-11-06,2023-06-28,United States,49,Male,Laptop,Basic,"9,99","1,0","9,99",339996563
595,596,2022-06-18,2023-06-28,United States,29,Female,Smart TV,Basic,"9,99","1,0","9,99",339996563
596,597,2022-06-27,2023-06-28,Canada,50,Male,Laptop,Basic,"7,85","1,25","9,81",38781291
597,598,2022-05-07,2023-06-29,United Kingdom,29,Female,Tablet,Standard,"15,08","0,69","10,41",67736802
598,599,2022-06-07,2023-06-27,Australia,44,Male,Smart TV,Premium,"16,81","1,44","24,21",26439111
599,600,2022-06-16,2023-06-29,Germany,36,Female,Smart TV,Basic,"8,78","0,74","6,5",83294633
600,601,2022-05-06,2023-06-30,France,46,Female,Smart TV,Basic,"9,88","0,73","7,21",64756584
601,602,2022-05-06,2023-06-29,Brazil,30,Male,Smartphone,Premium,"10,57","2,53","26,74",216422446
602,603,2022-06-06,2023-06-27,Mexico,46,Female,Tablet,Standard,"10,86","10,04","109,03",128455567
603,604,2022-07-06,2023-06-28,Spain,33,Male,Smartphone,Standard,"14,28","0,62","8,85",47519628
604,605,2022-10-06,2023-06-29,Italy,46,Female,Tablet,Basic,"8,78","0,65","5,71",58870762
605,606,2022-06-13,2023-06-29,Spain,50,Male,Tablet,Premium,"19,77","0,62","12,26",47519628
606,607,2022-06-14,2023-06-27,Spain,27,Female,Smart TV,Standard,"14,28","0,62","8,85",47519628
607,608,2022-06-22,2023-06-28,United States,48,Female,Smart TV,Basic,"9,99","1,0","9,99",339996563
608,609,2022-03-07,2023-06-29,Canada,50,Female,Smartphone,Standard,"12,96","1,25","16,2",38781291
609,610,2022-05-07,2023-06-29,United States,28,Female,Tablet,Premium,"19,99","1,0","19,99",339996563
610,611,2022-11-07,2023-06-28,United States,29,Female,Smartphone,Basic,"9,99","1,0","9,99",339996563
611,612,2022-07-17,2023-06-27,Canada,36,Male,Smart TV,Premium,"16,5","1,25","20,62",38781291
612,613,2022-07-27,2023-06-28,United Kingdom,51,Male,Laptop,Standard,"15,08","0,69","10,41",67736802
613,614,2022-08-14,2023-06-28,Australia,51,Male,Smartphone,Basic,"8,03","1,44","11,56",26439111
614,615,2022-08-15,2023-06-27,Germany,43,Male,Smart TV,Standard,"14,28","0,74","10,57",83294633
615,616,2022-02-09,2023-06-27,France,38,Female,Laptop,Premium,"19,77","0,73","14,43",64756584
616,617,2022-05-09,2023-06-28,Brazil,45,Female,Smartphone,Basic,"4,9","2,53","12,4",216422446
617,618,2022-06-09,2023-06-28,Mexico,28,Female,Smart TV,Standard,"10,86","10,04","109,03",128455567
618,619,2022-06-09,2023-06-29,Spain,27,Male,Smartphone,Premium,"19,77","0,62","12,26",47519628
619,620,2022-05-09,2023-06-27,Italy,41,Female,Smartphone,Basic,"8,78","0,65","5,71",58870762
620,621,2022-06-09,2023-06-29,Spain,49,Male,Smart TV,Premium,"19,77","0,62","12,26",47519628
621,622,2022-08-29,2023-06-28,Spain,35,Male,Smartphone,Basic,"8,78","0,62","5,44",47519628
622,623,2022-08-30,2023-06-28,United States,29,Female,Smart TV,Standard,"15,49","1,0","15,49",339996563
623,624,2022-02-09,2023-06-30,Canada,42,Male,Smartphone,Standard,"12,96","1,25","16,2",38781291
624,625,2022-09-20,2023-06-28,United States,33,Male,Tablet,Basic,"9,99","1,0","9,99",339996563
625,626,2022-09-23,2023-06-30,United States,30,Male,Laptop,Premium,"19,99","1,0","19,99",339996563
626,627,2022-09-29,2023-06-29,Canada,43,Female,Smart TV,Basic,"7,85","1,25","9,81",38781291
627,628,2022-09-10,2023-01-07,United Kingdom,42,Male,Smartphone,Standard,"15,08","0,69","10,41",67736802
628,629,2022-12-10,2023-06-29,Australia,39,Male,Tablet,Premium,"16,81","1,44","24,21",26439111
629,630,2022-06-10,2023-06-30,Germany,32,Female,Smart TV,Basic,"8,78","0,74","6,5",83294633
630,631,2022-09-21,2023-06-28,France,31,Male,Smartphone,Premium,"19,77","0,73","14,43",64756584
631,632,2022-09-23,2023-01-07,Brazil,39,Male,Smartphone,Basic,"4,9","2,53","12,4",216422446
632,633,2022-09-28,2023-06-29,Mexico,41,Female,Smartphone,Standard,"10,86","10,04","109,03",128455567
633,634,2022-09-29,2023-06-29,Spain,51,Female,Smart TV,Standard,"14,28","0,62","8,85",47519628
634,635,2022-03-10,2023-06-27,Italy,29,Male,Laptop,Basic,"8,78","0,65","5,71",58870762
635,636,2022-10-28,2023-01-07,Spain,33,Female,Smart TV,Premium,"19,77","0,62","12,26",47519628
636,637,2022-11-14,2023-06-29,Spain,51,Female,Tablet,Basic,"8,78","0,62","5,44",47519628
637,638,2022-11-16,2023-01-07,United States,38,Male,Tablet,Standard,"15,49","1,0","15,49",339996563
638,639,2022-11-17,2023-06-28,Canada,37,Female,Laptop,Premium,"16,5","1,25","20,62",38781291
639,640,2022-11-20,2023-06-30,United States,50,Female,Laptop,Basic,"9,99","1,0","9,99",339996563
640,641,2022-11-21,2023-06-29,United States,33,Male,Tablet,Premium,"19,99","1,0","19,99",339996563
641,642,2022-11-19,2023-01-07,Canada,27,Male,Laptop,Basic,"7,85","1,25","9,81",38781291
642,643,2022-10-28,2023-06-27,United Kingdom,50,Female,Smartphone,Standard,"15,08","0,69","10,41",67736802
643,644,2022-10-27,2023-06-29,Australia,47,Female,Laptop,Standard,"12,42","1,44","17,88",26439111
644,645,2022-10-27,2023-06-29,Germany,41,Male,Laptop,Basic,"8,78","0,74","6,5",83294633
645,646,2022-10-27,2023-06-30,France,49,Female,Laptop,Premium,"19,77","0,73","14,43",64756584
646,647,2022-10-25,2023-06-28,Brazil,32,Male,Smart TV,Basic,"4,9","2,53","12,4",216422446
647,648,2022-10-17,2023-06-28,Mexico,38,Female,Smartphone,Standard,"10,86","10,04","109,03",128455567
648,649,2022-08-20,2023-06-29,Spain,38,Female,Smartphone,Premium,"19,77","0,62","12,26",47519628
649,650,2022-08-16,2023-06-29,Italy,28,Female,Smart TV,Basic,"8,78","0,65","5,71",58870762
650,651,2022-08-15,2023-06-29,Spain,31,Male,Tablet,Premium,"19,77","0,62","12,26",47519628
651,652,2022-08-15,2023-06-29,Spain,39,Female,Smartphone,Basic,"8,78","0,62","5,44",47519628
652,653,2022-07-29,2023-06-29,United States,28,Female,Smartphone,Standard,"15,49","1,0","15,49",339996563
653,654,2022-07-17,2023-06-28,Canada,30,Female,Smartphone,Standard,"12,96","1,25","16,2",38781291
654,655,2022-07-26,2023-06-29,United States,42,Male,Tablet,Basic,"9,99","1,0","9,99",339996563
655,656,2022-07-31,2023-06-29,United States,33,Female,Laptop,Premium,"19,99","1,0","19,99",339996563
656,657,2022-03-08,2023-06-29,Canada,34,Female,Smart TV,Basic,"7,85","1,25","9,81",38781291
657,658,2022-04-08,2023-06-29,United Kingdom,49,Female,Smart TV,Standard,"15,08","0,69","10,41",67736802
658,659,2022-03-08,2023-06-29,Australia,41,Male,Laptop,Premium,"16,81","1,44","24,21",26439111
659,660,2022-06-27,2023-06-29,Germany,28,Male,Smart TV,Basic,"8,78","0,74","6,5",83294633
660,661,2022-06-27,2023-06-28,France,49,Female,Laptop,Premium,"19,77","0,73","14,43",64756584
661,662,2022-06-15,2023-06-29,Brazil,49,Male,Tablet,Basic,"4,9","2,53","12,4",216422446
662,663,2022-06-13,2023-06-29,Mexico,36,Male,Tablet,Standard,"10,86","10,04","109,03",128455567
663,664,2022-12-06,2023-06-30,Spain,31,Male,Smart TV,Standard,"14,28","0,62","8,85",47519628
664,665,2022-06-18,2023-06-28,Italy,38,Male,Smartphone,Basic,"8,78","0,65","5,71",58870762
665,666,2022-06-26,2023-06-29,Spain,34,Female,Tablet,Premium,"19,77","0,62","12,26",47519628
666,667,2022-06-30,2023-06-30,Spain,51,Female,Smartphone,Basic,"8,78","0,62","5,44",47519628
667,668,2022-03-07,2023-06-30,United States,49,Male,Smart TV,Standard,"15,49","1,0","15,49",339996563
668,669,2022-06-19,2023-06-28,Canada,27,Female,Tablet,Premium,"16,5","1,25","20,62",38781291
669,670,2022-08-06,2023-06-29,United States,38,Male,Smart TV,Basic,"9,99","1,0","9,99",339996563
670,671,2022-08-06,2023-06-30,United States,51,Male,Tablet,Basic,"9,99","1,0","9,99",339996563
671,672,2022-09-06,2023-06-30,Canada,47,Female,Tablet,Basic,"7,85","1,25","9,81",38781291
672,673,2022-09-06,2023-06-27,United Kingdom,37,Male,Smartphone,Standard,"15,08","0,69","10,41",67736802
673,674,2022-10-06,2023-06-28,Australia,37,Female,Laptop,Premium,"16,81","1,44","24,21",26439111
674,675,2022-11-06,2023-06-29,Germany,39,Female,Tablet,Basic,"8,78","0,74","6,5",83294633
675,676,2022-06-13,2023-06-29,France,31,Male,Smartphone,Basic,"9,88","0,73","7,21",64756584
676,677,2022-06-17,2023-06-28,Brazil,36,Male,Smart TV,Premium,"10,57","2,53","26,74",216422446
677,678,2022-06-27,2023-06-28,Mexico,42,Female,Smart TV,Standard,"10,86","10,04","109,03",128455567
678,679,2022-05-07,2023-06-29,Spain,49,Male,Laptop,Standard,"14,28","0,62","8,85",47519628
679,680,2022-07-07,2023-06-29,Italy,44,Female,Laptop,Basic,"8,78","0,65","5,71",58870762
680,681,2022-07-16,2023-06-28,Spain,33,Male,Laptop,Premium,"19,77","0,62","12,26",47519628
681,682,2022-07-23,2023-06-27,Spain,42,Male,Tablet,Standard,"14,28","0,62","8,85",47519628
682,683,2022-03-08,2023-06-29,United States,39,Male,Smartphone,Basic,"9,99","1,0","9,99",339996563
683,684,2022-11-08,2023-06-29,Canada,49,Male,Smartphone,Standard,"12,96","1,25","16,2",38781291
684,685,2022-08-15,2023-06-30,United States,31,Male,Smartphone,Premium,"19,99","1,0","19,99",339996563
685,686,2022-08-18,2023-06-28,United States,37,Male,Tablet,Basic,"9,99","1,0","9,99",339996563
686,687,2022-08-26,2023-06-29,Canada,30,Female,Tablet,Premium,"16,5","1,25","20,62",38781291
687,688,2022-03-09,2023-06-28,United Kingdom,42,Male,Smartphone,Standard,"15,08","0,69","10,41",67736802
688,689,2022-04-09,2023-06-29,Australia,37,Female,Smart TV,Basic,"8,03","1,44","11,56",26439111
689,690,2022-05-09,2023-06-30,Germany,36,Male,Laptop,Standard,"14,28","0,74","10,57",83294633
690,691,2022-01-09,2023-06-29,France,28,Female,Laptop,Premium,"19,77","0,73","14,43",64756584
691,692,2022-08-31,2023-06-30,Brazil,36,Male,Tablet,Basic,"4,9","2,53","12,4",216422446
692,693,2022-01-09,2023-06-29,Mexico,31,Female,Tablet,Standard,"10,86","10,04","109,03",128455567
693,694,2022-09-17,2023-01-07,Spain,46,Male,Smart TV,Premium,"19,77","0,62","12,26",47519628
694,695,2022-09-21,2023-06-28,Italy,28,Male,Laptop,Basic,"8,78","0,65","5,71",58870762
695,696,2022-09-29,2023-01-07,Spain,31,Male,Tablet,Premium,"19,77","0,62","12,26",47519628
696,697,2022-06-10,2023-06-29,Spain,43,Male,Smart TV,Basic,"8,78","0,62","5,44",47519628
697,698,2022-12-10,2023-02-07,United States,28,Male,Laptop,Standard,"15,49","1,0","15,49",339996563
698,699,2022-07-10,2023-06-30,Canada,32,Female,Smartphone,Standard,"12,96","1,25","16,2",38781291
699,700,2022-04-10,2023-06-30,United States,31,Female,Laptop,Basic,"9,99","1,0","9,99",339996563
700,701,2022-09-24,2023-06-28,United States,45,Male,Smart TV,Premium,"19,99","1,0","19,99",339996563
701,702,2022-09-25,2023-01-07,Canada,36,Male,Smartphone,Basic,"7,85","1,25","9,81",38781291
702,703,2022-09-27,2023-06-30,United Kingdom,35,Male,Laptop,Standard,"15,08","0,69","10,41",67736802
703,704,2022-09-30,2023-01-07,Australia,27,Female,Tablet,Premium,"16,81","1,44","24,21",26439111
704,705,2022-04-10,2023-06-28,Germany,32,Male,Laptop,Basic,"8,78","0,74","6,5",83294633
705,706,2022-10-24,2023-01-07,France,46,Female,Smartphone,Premium,"19,77","0,73","14,43",64756584
706,707,2022-10-28,2023-06-30,Brazil,36,Male,Smart TV,Basic,"4,9","2,53","12,4",216422446
707,708,2022-02-11,2023-01-07,Mexico,39,Male,Laptop,Standard,"10,86","10,04","109,03",128455567
708,709,2022-07-11,2023-06-28,Spain,48,Female,Smart TV,Standard,"14,28","0,62","8,85",47519628
709,710,2022-10-11,2023-06-30,Italy,48,Female,Smart TV,Basic,"8,78","0,65","5,71",58870762
710,711,2022-11-15,2023-06-29,Spain,27,Female,Laptop,Premium,"19,77","0,62","12,26",47519628
711,712,2022-08-11,2023-01-07,Spain,45,Male,Tablet,Basic,"8,78","0,62","5,44",47519628
712,713,2022-01-11,2023-06-27,United States,30,Male,Laptop,Standard,"15,49","1,0","15,49",339996563
713,714,2022-10-30,2023-06-29,Canada,29,Male,Tablet,Premium,"16,5","1,25","20,62",38781291
714,715,2022-10-28,2023-06-29,United States,43,Female,Laptop,Basic,"9,99","1,0","9,99",339996563
715,716,2022-10-26,2023-06-30,United States,43,Male,Laptop,Premium,"19,99","1,0","19,99",339996563
716,717,2022-10-18,2023-06-29,Canada,39,Female,Tablet,Basic,"7,85","1,25","9,81",38781291
717,718,2022-09-30,2023-06-30,United Kingdom,27,Male,Tablet,Standard,"15,08","0,69","10,41",67736802
718,719,2022-03-09,2023-06-29,Australia,33,Female,Tablet,Standard,"12,42","1,44","17,88",26439111
719,720,2022-08-23,2023-06-29,Germany,32,Female,Tablet,Basic,"8,78","0,74","6,5",83294633
720,721,2022-08-16,2023-06-29,France,37,Female,Tablet,Premium,"19,77","0,73","14,43",64756584
721,722,2022-11-08,2023-06-30,Brazil,45,Male,Smartphone,Basic,"4,9","2,53","12,4",216422446
722,723,2022-01-08,2023-06-30,Mexico,40,Female,Smartphone,Standard,"10,86","10,04","109,03",128455567
723,724,2022-01-08,2023-06-29,Spain,44,Male,Laptop,Premium,"19,77","0,62","12,26",47519628
724,725,2022-01-08,2023-06-29,Italy,29,Female,Tablet,Basic,"8,78","0,65","5,71",58870762
725,726,2022-02-08,2023-06-30,Spain,50,Male,Laptop,Premium,"19,77","0,62","12,26",47519628
726,727,2022-04-08,2023-06-29,Spain,32,Female,Laptop,Basic,"8,78","0,62","5,44",47519628
727,728,2022-04-08,2023-06-29,United States,39,Male,Laptop,Standard,"15,49","1,0","15,49",339996563
728,729,2022-07-07,2023-06-30,Canada,43,Female,Smartphone,Standard,"12,96","1,25","16,2",38781291
729,730,2022-06-27,2023-06-30,United States,49,Female,Smartphone,Basic,"9,99","1,0","9,99",339996563
730,731,2022-06-19,2023-06-29,United States,30,Male,Tablet,Premium,"19,99","1,0","19,99",339996563
731,732,2022-06-19,2023-06-29,Canada,47,Male,Tablet,Basic,"7,85","1,25","9,81",38781291
732,733,2022-06-18,2023-06-29,United Kingdom,51,Female,Laptop,Standard,"15,08","0,69","10,41",67736802
733,734,2022-06-19,2023-06-30,Australia,40,Male,Tablet,Premium,"16,81","1,44","24,21",26439111
734,735,2022-06-24,2023-06-28,Germany,40,Male,Laptop,Basic,"8,78","0,74","6,5",83294633
735,736,2022-06-30,2023-06-30,France,49,Male,Smartphone,Premium,"19,77","0,73","14,43",64756584
736,737,2022-02-07,2023-06-30,Brazil,43,Female,Tablet,Basic,"4,9","2,53","12,4",216422446
737,738,2022-06-26,2023-01-07,Mexico,44,Female,Smartphone,Standard,"10,86","10,04","109,03",128455567
738,739,2022-06-21,2023-06-28,Spain,27,Male,Smartphone,Standard,"14,28","0,62","8,85",47519628
739,740,2022-06-16,2023-06-29,Italy,30,Male,Tablet,Basic,"8,78","0,65","5,71",58870762
740,741,2022-09-06,2023-06-30,Spain,47,Male,Smart TV,Premium,"19,77","0,62","12,26",47519628
741,742,2022-10-06,2023-06-30,Spain,51,Male,Smartphone,Basic,"8,78","0,62","5,44",47519628
742,743,2022-10-06,2023-06-28,United States,31,Female,Laptop,Standard,"15,49","1,0","15,49",339996563
743,744,2022-11-06,2023-06-29,Canada,34,Female,Tablet,Premium,"16,5","1,25","20,62",38781291
744,745,2022-12-06,2023-06-30,United States,28,Female,Laptop,Basic,"9,99","1,0","9,99",339996563
745,746,2022-06-15,2023-06-30,United States,32,Male,Smartphone,Basic,"9,99","1,0","9,99",339996563
746,747,2022-06-25,2023-06-29,Canada,41,Male,Smart TV,Basic,"7,85","1,25","9,81",38781291
747,748,2022-06-30,2023-06-28,United Kingdom,40,Male,Smart TV,Standard,"15,08","0,69","10,41",67736802
